card_name,nf_qty,f_qty,is_bulk
grim roustabout,4,NA,NA
grimclaw bats,NA,NA,TRUE
"grimgrin, corpse-born",1,NA,NA
grindclock,3,NA,NA
grip of amnesia,1,NA,NA
grip of chaos,1,NA,NA
grip of desolation,1,NA,NA
grip of the roil,NA,NA,TRUE
griptide,4,NA,NA
grisly spectacle,1,NA,NA
grisly transformation,NA,NA,TRUE
grixis charm,1,NA,NA
grizzled outcasts,2,NA,NA
grizzly bears,NA,NA,TRUE
grotesque mutation,NA,NA,TRUE
ground assault,2,NA,NA
ground seal,1,NA,NA
groundshaker sliver,4,NA,NA
groundskeeper,1,NA,NA
grove of the guardian,1,NA,NA
grove rumbler,1,NA,NA
growing ranks,2,NA,NA
gruesome deformity,NA,NA,TRUE
gruesome discovery,NA,NA,TRUE
gruesome slaughter,1,NA,NA
gruul charm,2,NA,NA
gruul cluestone,5,NA,NA
gruul guildgate,22,NA,NA
gruul guildmage,NA,NA,TRUE
gruul keyrune,3,NA,NA
gruul ragebeast,1,NA,NA
gruul signet,2,NA,NA
gruul turf,3,NA,NA
gryff vanguard,NA,NA,TRUE
gryff's boon,1,NA,NA
guard gomazoa,1,NA,NA
guardian automaton,NA,NA,TRUE
guardian lions,NA,NA,TRUE
guardian of tazeem,1,NA,NA
guardian of the gateless,2,NA,NA
guardian of vitu-ghazi,NA,NA,TRUE
guardian shield-bearer,NA,NA,TRUE
guardian zendikon,NA,NA,TRUE
guardians of akrasa,2,NA,NA
guardians of meletis,0,NA,NA
gudul lurker,1,NA,NA
guild feud,1,NA,NA
guildscorn ward,2,NA,NA
guile,1,NA,NA
guise of fire,NA,NA,TRUE
gurmag angler,1,NA,NA
gurmag drowner,NA,NA,TRUE
gurmag swiftwing,2,NA,NA
gustcloak harrier,NA,NA,TRUE
gustcloak savior,1,NA,NA
gustcloak sentinel,NA,NA,TRUE
gustcloak skirmisher,NA,NA,TRUE
guttersnipe,1,NA,NA
gyre sage,0,NA,NA
haazda snare squad,NA,NA,TRUE
hagra sharpshooter,NA,NA,TRUE
halcyon glaze,1,NA,NA
halimar depths,1,NA,NA
halimar tidecaller,1,1,NA
hall of gemstone,1,NA,NA
hall of triumph,1,1,NA
hamletback goliath,1,NA,NA
hammer of purphoros,1,NA,NA
hammerhand,3,NA,NA
hand of death,3,NA,NA
hand of silumgar,0,NA,NA
hands of binding,3,NA,NA
hanweir lancer,1,NA,NA
hapless researcher,NA,NA,TRUE
harbinger of the hunt,2,NA,NA
hardened berserker,4,NA,NA
harmonize,2,NA,NA
harness by force,2,NA,NA
harness the storm,1,NA,NA
harrow,2,NA,NA
harrowing journey,1,NA,NA
harsh sustenance,3,NA,NA
harvester troll,1,NA,NA
harvestguard alseids,NA,NA,TRUE
haunted cloak,1,NA,NA
haunted fengraf,4,NA,NA
haunted guardian,NA,NA,TRUE
haunted plate mail,4,NA,NA
haunter of nightveil,5,NA,NA
havengul runebinder,NA,1,NA
havengul vampire,1,NA,NA
havenwood battleground,1,NA,NA
havoc festival,2,NA,NA
headless skaab,NA,NA,TRUE
heal,NA,NA,TRUE
healer of the pride,1,NA,NA
healing hands,NA,NA,TRUE
healing salve,NA,NA,TRUE
hearthfire hobgoblin,1,NA,NA
heartless summoning,1,NA,NA
heart-piercer bow,NA,NA,TRUE
heat ray,3,NA,NA
heavy infantry,NA,NA,TRUE
heavy mattock,NA,NA,TRUE
heckling fiends,NA,NA,TRUE
hedonist's trove,1,NA,NA
hedron alignment,1,NA,NA
hedron blade,NA,NA,TRUE
hedron crab,1,NA,NA
hedron crawler,0,NA,NA
heir of falkenrath,NA,NA,TRUE
heir of the wilds,2,NA,NA
"heliod, god of the sun",1,NA,NA
heliod's emissary,4,NA,NA
heliod's pilgrim,3,NA,NA
hellhole flailer,1,NA,NA
hellhole rats,1,NA,NA
hellspark elemental,2,NA,NA
helm of the gods,2,NA,NA
helvault,1,NA,NA
herald of anafenza,2,NA,NA
herald of dromoka,4,NA,NA
herald of kozilek,0,NA,NA
herald of leshrac,0,NA,NA
herald of the pantheon,1,NA,NA
herald of torment,1,NA,NA
herdchaser dragon,3,NA,NA
hermit of the natterknolls,1,NA,NA
hero of iroas,2,NA,NA
hero of leina tower,2,NA,NA
heroes' bane,2,NA,NA
heroes' podium,1,NA,NA
heroes' reunion,1,NA,NA
hero's blade,2,NA,NA
hewed stone retainers,NA,NA,TRUE
hibernation's end,1,NA,NA
hidden dragonslayer,1,NA,NA
hidden guerrillas,NA,NA,TRUE
hidden herbalists,NA,NA,TRUE
hidden spider,NA,NA,TRUE
hidden strings,5,NA,NA
high priest of penance,2,NA,NA
high sentinels of arashin,1,NA,NA
high tide,1,NA,NA
highland game,NA,NA,TRUE
highland lake,2,NA,NA
highspire artisan,1,NA,TRUE
highspire mantis,2,NA,NA
hightide hermit,1,NA,NA
hijack,1,NA,NA
"hikari, twilight guardian",1,NA,NA
hill giant,NA,NA,TRUE
hindering touch,NA,NA,TRUE
hindervines,3,NA,NA
hinterland drake,1,NA,NA
hinterland harbor,1,NA,NA
hinterland hermit,1,NA,NA
hinterland logger,2,NA,NA
hired torturer,NA,NA,TRUE
hissing quagmire,1,NA,NA
hitchclaw recluse,NA,NA,TRUE
hive stirrings,2,NA,NA
"hixus, prison warden",2,NA,NA
hold at bay,NA,NA,TRUE
hold the gates,3,NA,NA
holdout settlement,2,NA,NA
hollowhenge beast,NA,NA,TRUE
hollowhenge scavenger,NA,NA,TRUE
hollowhenge spirit,NA,NA,TRUE
holy mantle,1,NA,NA
holy strength,NA,NA,TRUE
homarid warrior,NA,NA,TRUE
homicidal seclusion,1,NA,NA
honden of cleansing fire,1,NA,NA
honden of infinite rage,1,NA,NA
honden of life's web,1,NA,NA
honden of night's reach,1,NA,NA
honden of seeing winds,1,NA,NA
honor guard,NA,NA,TRUE
honored hierarch,1,NA,NA
honor's reward,NA,NA,TRUE
hooded assassin,NA,NA,TRUE
hooded horror,NA,NA,TRUE
hoofprints of the stag,1,NA,NA
hooting mandrills,1,NA,NA
hopeful eidolon,3,NA,NA
horde ambusher,NA,NA,TRUE
horde of notions,2,NA,NA
hordeling outburst,2,NA,NA
horizon chimera,4,NA,NA
horizon scholar,NA,NA,TRUE
horncaller's chant,4,NA,NA
horned troll,NA,NA,TRUE
hornet nest,1,NA,NA
horribly awry,2,NA,NA
horror of the dim,NA,NA,TRUE
hot soup,NA,NA,TRUE
hound of griselbrand,1,NA,NA
hound of the farbogs,NA,NA,TRUE
hover barrier,2,NA,NA
hoverguard sweepers,2,NA,NA
howl from beyond,1,NA,NA
howl of the night pack,3,NA,NA
howlgeist,1,NA,NA
howling mine,0,NA,NA
howlpack wolf,NA,NA,TRUE
hubris,4,NA,NA
hulking cyclops,NA,NA,TRUE
hulking devil,NA,NA,TRUE
hull breach,2,NA,NA
human frailty,1,NA,NA
humble defector,1,NA,NA
humble the brute,3,NA,NA
humbler of mortals,4,NA,NA
hungering yeti,NA,NA,TRUE
hunt down,NA,NA,TRUE
hunt the hunter,NA,NA,TRUE
hunt the weak,4,NA,NA
hunter sliver,1,NA,NA
hunter's ambush,4,NA,NA
hunter's prowess,1,NA,NA
hunting drake,NA,NA,TRUE
hunting pack,1,NA,NA
hunting triad,1,NA,NA
hurkyl's recall,2,NA,NA
hurloon minotaur,NA,NA,TRUE
hurly-burly,NA,NA,TRUE
hurricane,2,NA,NA
hussar patrol,NA,NA,TRUE
hydra broodmaster,3,NA,NA
hydroform,NA,NA,TRUE
hydrolash,0,NA,NA
hydrosurge,NA,NA,TRUE
hypersonic dragon,NA,1,NA
hypnotic siren,1,NA,NA
hysterical blindness,NA,NA,TRUE
icatian javelineers,NA,NA,TRUE
icatian phalanx,NA,NA,TRUE
icatian scout,NA,NA,TRUE
ice over,1,NA,NA
icefall regent,1,NA,NA
icefeather aven,3,NA,NA
ichor explosion,NA,NA,TRUE
icy blast,1,NA,NA
identity crisis,1,NA,NA
ill-tempered cyclops,NA,NA,TRUE
illusionary armor,NA,NA,TRUE
illusionist's gambit,1,NA,NA
illusory angel,2,NA,NA
illusory gains,1,NA,NA
imagecrafter,NA,NA,TRUE
immerwolf,2,NA,NA
immolation,NA,NA,TRUE
impact tremors,5,NA,NA
imperious perfect,1,NA,NA
impetuous sunchaser,NA,NA,TRUE
implement of improvement,1,NA,NA
imposing sovereign,1,NA,NA
impromptu raid,1,NA,NA
improvised armor,NA,NA,TRUE
inaction injunction,4,NA,NA
incandescent soulstoke,1,NA,NA
incinerate,2,NA,NA
incite war,1,NA,NA
incorrigible youths,1,NA,NA
increasing confusion,1,NA,NA
increasing devotion,1,NA,NA
increasing vengeance,3,NA,NA
incremental growth,3,NA,NA
incubator drone,NA,NA,TRUE
incursion specialist,NA,NA,TRUE
indestructibility,0,NA,NA
index,1,NA,NA
induce paranoia,1,NA,NA
indulgent aristocrat,0,NA,NA
indulgent tormentor,0,NA,NA
infectious bloodlust,NA,NA,TRUE
infectious rage,1,NA,TRUE
infernal plunge,1,NA,NA
infernal scarring,NA,NA,TRUE
inferno,1,NA,NA
inferno fist,NA,NA,TRUE
infest,1,NA,NA
infinite obliteration,3,NA,NA
infinite reflection,3,NA,NA
inflame,NA,NA,TRUE
information dealer,1,NA,NA
infuse with the elements,NA,NA,TRUE
inkfathom divers,NA,NA,TRUE
inkwell leviathan,1,NA,NA
inner struggle,NA,NA,TRUE
inquisitor's ox,NA,NA,TRUE
insatiable harpy,NA,NA,TRUE
insidious will,1,NA,NA
insolent neonate,4,NA,NA
inspiration,4,NA,NA
inspired charge,NA,NA,TRUE
inspiring call,1,NA,NA
inspiring captain,1,NA,NA
instigator gang,1,NA,NA
instill energy,1,NA,NA
intangible virtue,5,NA,NA
intellectual offering,2,NA,NA
interpret the signs,NA,1,NA
into the roil,0,NA,NA
into the void,1,NA,NA
into the wilds,1,NA,NA
intrepid provisioner,NA,NA,TRUE
intruder alarm,1,NA,NA
inundate,0,NA,NA
invasive species,NA,NA,TRUE
invasive surgery,2,NA,NA
inventors' fair,1,NA,NA
inventor's goggles,1,NA,NA
invigorating falls,1,NA,NA
inviolability,1,NA,NA
invisibility,3,NA,NA
invocation of saint traft,1,NA,NA
"iroas, god of victory",1,NA,NA
iron lance,NA,NA,TRUE
iron league steed,NA,NA,TRUE
ironclad revolutionary,1,NA,TRUE
ironclaw orcs,NA,NA,TRUE
ironfist crusher,NA,NA,TRUE
ironroot treefolk,NA,NA,TRUE
ironshell beetle,NA,NA,TRUE
isochron scepter,1,NA,NA
isolation zone,1,NA,NA
isperia the inscrutable,1,NA,NA
"isperia, supreme judge",1,NA,NA
isperia's skywatch,NA,NA,TRUE
ivory cup,NA,NA,TRUE
ivory tower,1,NA,NA
ivorytusk fortress,1,NA,NA
ivy lane denizen,2,NA,NA
ixidor's will,1,NA,NA
ixidron,2,NA,NA
izzet boilerworks,2,NA,NA
izzet charm,3,NA,NA
izzet chronarch,1,NA,NA
izzet cluestone,3,NA,NA
izzet guildgate,21,NA,NA
izzet keyrune,3,NA,NA
izzet signet,1,NA,NA
jace beleren,1,NA,NA
"jace, memory adept",1,NA,NA
jace's archivist,2,NA,NA
jace's erasure,0,NA,NA
jace's ingenuity,0,NA,NA
jace's phantasm,0,NA,NA
jace's sanctum,0,NA,NA
jace's scrutiny,1,NA,TRUE
jandor's saddlebags,1,NA,NA
janjeet sentry,1,NA,NA
jar of eyeballs,1,NA,NA
jarad's orders,3,NA,NA
jayemdae tome,3,NA,NA
jeering instigator,1,NA,NA
jelenn sphinx,2,NA,NA
jeskai banner,4,NA,NA
jeskai barricade,2,NA,NA
jeskai charm,2,NA,NA
jeskai runemark,NA,NA,TRUE
jeskai sage,NA,NA,TRUE
jeskai student,NA,NA,TRUE
jeskai windscout,NA,NA,TRUE
jhessian thief,NA,NA,TRUE
jhoira of the ghitu,1,NA,NA
joint assault,NA,NA,TRUE
jokulhaups,1,NA,NA
"jor kadeen, the prevailer",1,NA,NA
joraga invocation,NA,NA,TRUE
joraga treespeaker,1,NA,NA
jorubai murk lurker,NA,NA,TRUE
juggernaut,NA,NA,TRUE
jungle hollow,2,NA,NA
junun efreet,NA,NA,TRUE
jushi apprentice,2,NA,NA
just the wind,NA,NA,TRUE
justice,NA,NA,TRUE
jwar isle avenger,NA,NA,TRUE
jwar isle refuge,1,NA,NA
kalastria healer,4,NA,NA
kalastria nightwatch,NA,NA,TRUE
kalemne's captain,1,NA,NA
kalonian behemoth,1,NA,NA
kalonian hydra,1,NA,NA
kalonian tusker,4,NA,NA
kalonian twingrove,1,NA,NA
kamahl's desire,NA,NA,TRUE
kami of ancient law,1,NA,NA
kami of the crescent moon,2,NA,NA
kapsho kitefins,NA,NA,TRUE
"karametra, god of harvests",1,NA,NA
karametra's acolyte,2,NA,NA
karametra's favor,3,1,NA
karma,2,NA,NA
kavu aggressor,NA,NA,TRUE
kazandu refuge,1,NA,NA
kederekt leviathan,1,NA,NA
keeneye aven,NA,NA,TRUE
keening apparition,4,NA,NA
keep watch,2,NA,NA
keeper of the lens,NA,NA,TRUE
keepsake gorgon,NA,NA,TRUE
keldon berserker,NA,NA,TRUE
"keranos, god of storms",1,NA,NA
kessig dire swine,NA,NA,TRUE
kessig forgemaster,1,NA,NA
kessig malcontents,1,NA,NA
kessig recluse,NA,NA,TRUE
kessig wolf run,1,NA,NA
keymaster rogue,NA,NA,TRUE
khalni garden,1,NA,NA
khalni hydra,1,NA,NA
kheru bloodsucker,2,NA,NA
kheru dreadmaw,4,NA,NA
kheru spellsnatcher,2,NA,NA
kill shot,4,NA,NA
killer instinct,1,NA,NA
kill-suit cultist,NA,NA,TRUE
kindercatch,NA,NA,TRUE
kindled fury,4,NA,NA
kindly stranger,NA,NA,TRUE
"king macar, the gold-cursed",1,NA,NA
kingpin's pet,3,1,NA
kinsbaile skirmisher,NA,NA,TRUE
kin-tree invocation,2,NA,NA
kin-tree warden,NA,NA,TRUE
"kiora, master of the depths",1,NA,NA
"kiora, the crashing wave",1,1,NA
kiora's dismissal,1,NA,NA
kiora's follower,4,NA,NA
kird chieftain,NA,NA,TRUE
kirtar's desire,NA,NA,TRUE
kitesail,1,NA,NA
kitesail scout,NA,NA,TRUE
kithkin zephyrnaut,NA,NA,TRUE
kjeldoran dead,NA,NA,TRUE
knight errant,NA,NA,TRUE
knight of new alara,1,NA,NA
knight of obligation,4,NA,NA
knight of the pilgrim's road,NA,NA,TRUE
knight of the white orchid,1,NA,NA
knight watch,3,NA,NA
knightly valor,4,NA,NA
knowledge and power,4,NA,NA
knowledge pool,2,NA,NA
kodama's reach,1,NA,NA
kolaghan aspirant,NA,NA,TRUE
kolaghan forerunners,1,NA,NA
kolaghan monument,1,NA,NA
kolaghan skirmisher,NA,NA,TRUE
kolaghan stormsinger,NA,NA,TRUE
"kolaghan, the storm's fury",5,NA,NA
kolaghan's command,1,NA,NA
"kongming, ""sleeping dragon""",1,NA,NA
kor bladewhirl,0,NA,NA
kor castigator,NA,NA,TRUE
kor duelist,1,NA,NA
kor entanglers,2,NA,NA
kor scythemaster,NA,NA,TRUE
kor sky climber,NA,NA,TRUE
kor skyfisher,1,NA,NA
"korlash, heir to blackblade",NA,1,NA
korozda gorgon,3,NA,NA
korozda guildmage,4,NA,NA
korozda monitor,NA,NA,TRUE
kozilek's channeler,2,NA,NA
kozilek's pathfinder,NA,NA,TRUE
kozilek's predator,2,NA,NA
kozilek's sentinel,NA,NA,TRUE
kozilek's shrieker,NA,NA,TRUE
kragma butcher,5,NA,NA
kragma warcaller,2,NA,NA
kraken hatchling,5,NA,NA
kraken of the straits,3,NA,NA
krasis incubation,3,NA,NA
kraul warrior,NA,NA,TRUE
krenko's command,5,NA,NA
krenko's enforcer,4,NA,NA
kris mage,NA,NA,TRUE
krosan drover,1,NA,NA
krosan grip,1,NA,NA
krosan tusker,1,NA,NA
krosan verge,1,NA,NA
krosan warchief,1,NA,NA
krosan wayfarer,2,NA,NA
krovikan fetish,NA,NA,TRUE
krovikan mist,0,NA,NA
krovikan sorcerer,NA,NA,TRUE
krumar bond-kin,NA,NA,TRUE
"kruphix, god of horizons",2,NA,NA
kruphix's insight,7,NA,NA
kyren legate,NA,NA,TRUE
kytheon's tactics,NA,NA,TRUE
laboratory maniac,1,NA,NA
labyrinth champion,0,NA,NA
labyrinth minotaur,NA,NA,TRUE
laccolith grunt,NA,NA,TRUE
laccolith warrior,NA,NA,TRUE
laccolith whelp,NA,NA,TRUE
lagonna-band elder,NA,NA,TRUE
lagonna-band trailblazer,4,NA,NA
lair delve,1,NA,NA
lambholt elder,2,NA,NA
lambholt pacifist,1,NA,NA
lamplighter of selhoff,NA,NA,TRUE
languish,0,NA,NA
lantern of insight,1,NA,NA
larger than life,2,NA,NA
lash of the whip,NA,NA,TRUE
last breath,NA,NA,TRUE
last thoughts,4,NA,NA
lathnu sailback,NA,NA,TRUE
launch party,NA,NA,TRUE
launch the fleet,2,1,NA
lava axe,4,NA,NA
lava dart,NA,NA,TRUE
lavaborn muse,1,NA,NA
lavastep raider,NA,NA,TRUE
lavinia of the tenth,1,NA,NA
lay of the land,4,NA,NA
lay waste,1,NA,NA
lead astray,NA,NA,TRUE
leaden myr,1,NA,NA
leaf gilder,4,NA,NA
leafcrown dryad,4,NA,NA
leafdrake roost,1,NA,NA
leap of faith,NA,NA,TRUE
leap of flame,NA,NA,TRUE
leaping master,NA,NA,TRUE
learn from the past,0,NA,NA
leatherback baloth,0,NA,NA
leeching sliver,1,NA,NA
legion's initiative,1,NA,NA
lens of clarity,4,NA,NA
leonin bola,NA,NA,TRUE
leonin snarecaster,NA,NA,TRUE
leyline of anticipation,0,NA,NA
leyline of punishment,1,NA,NA
leyline phantom,NA,NA,TRUE
liberated dwarf,NA,NA,TRUE
liege of the axe,NA,NA,TRUE
lifeblood hydra,1,NA,NA
lifecraft cavalry,NA,NA,TRUE
lifeforce,1,NA,NA
life's legacy,1,NA,NA
lifespring druid,1,NA,NA
lightform,1,NA,NA
lightning axe,2,NA,NA
lightning berserker,1,NA,NA
lightning blast,NA,NA,TRUE
lightning bolt,1,NA,NA
lightning diadem,NA,NA,TRUE
lightning hounds,NA,NA,TRUE
lightning javelin,NA,NA,TRUE
lightning shrieker,2,NA,NA
lightning strike,5,NA,NA
lightning talons,4,NA,NA
lightning volley,3,NA,NA
lightwalker,NA,NA,TRUE
liliana's indignation,4,NA,NA
liliana's shade,2,NA,NA
lim-dul's vault,1,NA,NA
lingering death,NA,NA,TRUE
lingering souls,2,NA,NA
"linvala, the preserver",1,NA,NA
liquify,1,NA,NA
lithomancer's focus,NA,NA,TRUE
liturgy of blood,4,NA,NA
living terrain,NA,NA,TRUE
living totem,NA,NA,TRUE
llanowar elves,3,NA,NA
llanowar empath,4,NA,NA
llanowar wastes,2,NA,NA
loam dryad,NA,NA,TRUE
loam larva,NA,NA,TRUE
loamdragger giant,NA,NA,TRUE
loathsome catoblepas,NA,NA,TRUE
lobber crew,4,NA,NA
lone wolf,NA,NA,TRUE
lonely sandbar,7,NA,NA
long-finned skywhale,NA,NA,TRUE
long-forgotten gohei,1,NA,NA
longhorn firebeast,NA,NA,TRUE
longshot squad,4,NA,NA
long-term plans,1,NA,NA
looming spires,6,NA,NA
lord of the undead,1,NA,NA
lord of the unreal,0,NA,NA
lore broker,1,NA,NA
lorescale coatl,3,NA,NA
loreseeker's stone,1,NA,NA
"lorthos, the tidemaker",1,NA,NA
lose calm,4,NA,NA
lost in a labyrinth,NA,NA,TRUE
lost in the mist,1,NA,NA
lost in thought,NA,NA,TRUE
lost leonin,1,NA,NA
lost soul,NA,NA,TRUE
lotus path djinn,NA,NA,TRUE
lotus-eye mystics,3,NA,NA
lowland tracker,NA,NA,TRUE
loxodon partisan,NA,NA,TRUE
loxodon warhammer,1,NA,NA
loyal cathar,NA,NA,TRUE
loyal pegasus,NA,NA,TRUE
lumbering falls,0,NA,NA
lumberknot,1,NA,NA
luminate primordial,2,NA,NA
lure,4,NA,NA
lurking arynx,NA,NA,TRUE
lurking informant,2,NA,NA
lurking predators,1,NA,NA
lyev decree,4,NA,NA
lys alana huntmaster,2,NA,NA
macabre waltz,6,NA,NA
macetail hystrodon,NA,NA,TRUE
machinate,1,NA,NA
mad prophet,4,NA,NA
mage-ring bully,NA,NA,TRUE
mage-ring network,1,NA,NA
mage's guile,1,NA,NA
maggot carrier,NA,NA,TRUE
magister of worth,NA,1,NA
magma burst,NA,NA,TRUE
magma jet,3,NA,NA
magma spray,5,NA,NA
magmatic chasm,4,NA,NA
magmatic insight,3,NA,NA
magnifying glass,1,NA,NA
magus of the jar,1,NA,NA
magus of the moat,1,NA,NA
make a stand,1,NA,NA
makeshift mauler,NA,NA,TRUE
makindi aeronaut,NA,NA,TRUE
makindi patrol,2,NA,NA
malakir cullblade,2,NA,NA
malakir familiar,NA,NA,TRUE
malevolent whispers,2,NA,NA
malfunction,1,NA,NA
malicious advice,NA,NA,TRUE
malicious intent,NA,NA,TRUE
mana bloom,1,NA,NA
mana confluence,1,NA,NA
mana leak,5,NA,NA
mana seism,1,NA,NA
mana web,2,NA,NA
manabond,1,NA,NA
managorger hydra,0,NA,NA
manalith,2,NA,NA
manamorphose,1,NA,NA
manaweft sliver,2,NA,NA
maniacal rage,NA,NA,TRUE
manic scribe,0,NA,NA
manipulate fate,NA,NA,TRUE
manor skeleton,NA,NA,TRUE
man-o'-war,0,NA,NA
mantis rider,3,NA,NA
mantle of webs,NA,NA,TRUE
map the wastes,4,NA,NA
marang river skeleton,NA,NA,TRUE
marauding maulhorn,3,NA,NA
march of the returned,4,NA,NA
marchesa's smuggler,1,NA,NA
mardu banner,5,NA,NA
mardu blazebringer,NA,NA,TRUE
mardu charm,1,NA,NA
mardu hateblade,5,NA,NA
mardu heart-piercer,1,NA,NA
mardu hordechief,2,NA,NA
mardu roughrider,2,NA,NA
mardu runemark,5,NA,NA
mardu shadowspear,4,NA,NA
mardu skullhunter,NA,NA,TRUE
mardu strike leader,1,NA,NA
mardu warshrieker,NA,NA,TRUE
mardu woe-reaper,1,NA,NA
maritime guard,NA,NA,TRUE
mark of mutiny,2,NA,NA
mark of the vampire,4,NA,NA
marked by honor,NA,NA,TRUE
market festival,5,NA,NA
markov warlord,3,NA,NA
marrow bats,NA,NA,TRUE
marsh gas,NA,NA,TRUE
marsh hulk,NA,NA,TRUE
marsh viper,4,NA,NA
marshmist titan,4,NA,NA
martial glory,4,NA,NA
martyr's cause,1,NA,NA
mask of avacyn,1,NA,NA
masked admirers,1,NA,NA
mass appeal,1,NA,NA
mass calcify,1,NA,NA
master of cruelties,1,NA,NA
master of diversion,NA,NA,TRUE
master of predicaments,1,NA,NA
master of the feast,1,NA,NA
master of the veil,1,NA,NA
master the way,4,NA,NA
master transmuter,0,NA,NA
mastery of the unseen,1,NA,NA
matter reshaper,1,NA,NA
maw of kozilek,NA,NA,TRUE
maw of the mire,NA,NA,TRUE
mayael the anima,0,NA,NA
maze abomination,5,NA,NA
maze behemoth,4,NA,NA
maze glider,3,NA,NA
maze rusher,8,NA,NA
maze sentinel,4,NA,TRUE
maze's end,3,NA,NA
meandering towershell,5,NA,NA
meditation puzzle,NA,NA,TRUE
meglonoth,1,NA,NA
"meishin, the mind cage",1,NA,NA
"melek, izzet paragon",1,NA,NA
meletis astronomer,NA,NA,TRUE
meletis charlatan,1,NA,NA
memory erosion,1,NA,NA
memory lapse,1,NA,NA
mending touch,NA,NA,TRUE
mentor of the meek,1,NA,NA
merchant of secrets,1,NA,NA
merchant's dockhand,1,NA,NA
merciless executioner,0,NA,NA
merciless resolve,4,NA,NA
mercurial chemister,1,NA,NA
mercurial kite,NA,NA,TRUE
mercurial pretender,2,NA,NA
mer-ek nightblade,2,NA,NA
merfolk of the depths,NA,NA,TRUE
merfolk of the pearl trident,NA,NA,TRUE
merfolk spy,NA,NA,TRUE
mesa enchantress,1,NA,NA
mesa falcon,NA,NA,TRUE
messenger drake,NA,NA,TRUE
messenger's speed,2,NA,NA
metallurgic summonings,2,NA,NA
metathran zombie,NA,NA,TRUE
meteorite,5,NA,NA
metropolis sprite,NA,NA,TRUE
midnight duelist,NA,NA,TRUE
midnight guard,4,NA,NA
midvast protector,NA,NA,TRUE
might beyond reason,NA,NA,TRUE
might makes right,3,NA,NA
might of the masses,4,NA,NA
mighty leap,NA,NA,TRUE
"mikaeus, the lunarch",1,NA,NA
"mikokoro, center of the sea",1,NA,NA
militant inquisitor,1,NA,TRUE
military intelligence,2,NA,NA
millennial gargoyle,NA,NA,TRUE
millstone,2,NA,NA
"mina and denn, wildborn",1,NA,NA
mind bomb,NA,NA,TRUE
mind control,1,NA,NA
mind funeral,1,NA,NA
mind grind,1,NA,NA
mind raker,3,1,NA
mind ravel,NA,NA,TRUE
mind rot,6,NA,NA
mind sculpt,4,NA,NA
mind stone,2,NA,NA
mindlock orb,0,NA,NA
mindreaver,1,NA,NA
mind's desire,2,NA,NA
mindshrieker,1,NA,NA
mindstab thrull,NA,NA,TRUE
mindstatic,3,NA,NA
mindwrack liege,1,NA,NA
miner's bane,NA,NA,TRUE
minister of impediments,1,NA,NA
minister of pain,2,NA,NA
minotaur abomination,NA,NA,TRUE
minotaur aggressor,NA,NA,TRUE
minotaur skullcleaver,4,NA,NA
mirari,1,NA,NA
mire's malice,NA,NA,TRUE
"mirko vosk, mind drinker",1,NA,NA
mirror sheen,1,NA,NA
mirror wall,NA,NA,TRUE
mirrorworks,0,NA,NA
mischief and mayhem,NA,NA,TRUE
misery charm,NA,NA,TRUE
misguided rage,1,NA,NA
mist intruder,4,NA,NA
mistcutter hydra,1,NA,NA
mistfire adept,2,NA,NA
mistfire weaver,4,NA,NA
mistform dreamer,NA,NA,TRUE
mistform mask,NA,NA,TRUE
mistform mutant,NA,NA,TRUE
mistform shrieker,NA,NA,TRUE
mistform sliver,1,NA,NA
mistform stalker,NA,NA,TRUE
mistform wall,NA,NA,TRUE
misthoof kirin,NA,NA,TRUE
mistmeadow witch,1,NA,NA
mizzium meddler,2,NA,NA
mizzium mortars,2,NA,NA
mizzium skin,5,NA,NA
mnemonic wall,5,NA,NA
moan of the unhallowed,2,NA,NA
mob rule,1,NA,NA
mobile garrison,3,NA,NA
"mogis, god of slaughter",2,NA,NA
mogis's marauder,4,NA,NA
mogis's warhound,NA,NA,TRUE
mold shambler,1,NA,NA
moldgraf scavenger,4,NA,NA
molten birth,2,NA,NA
molten disaster,1,NA,NA
molten nursery,5,NA,NA
molten rain,1,NA,NA
molten slagheap,1,NA,NA
molting snakeskin,NA,NA,TRUE
moment of heroism,NA,NA,TRUE
moment of silence,NA,NA,TRUE
monastery flock,6,NA,NA
monastery loremaster,3,NA,NA
monastery siege,1,NA,NA
monastery swiftspear,2,NA,NA
monk idealist,1,NA,NA
mons's goblin raiders,NA,NA,TRUE
monstrous growth,3,NA,NA
moon heron,NA,NA,TRUE
moon sprite,NA,NA,TRUE
moonlight geist,NA,NA,TRUE
moonlight hunt,2,NA,NA
moonlit strider,NA,NA,TRUE
moonmist,1,NA,NA
moor fiend,NA,NA,TRUE
moorland drifter,NA,NA,TRUE
moorland haunt,1,NA,NA
morality shift,1,NA,NA
morbid hunger,NA,NA,TRUE
morgue burst,5,NA,NA
morkrut necropod,NA,NA,TRUE
moroii,1,NA,NA
mortal obstinacy,NA,NA,TRUE
mortal's ardor,NA,NA,TRUE
mortal's resolve,4,NA,NA
mortify,2,NA,NA
mortivore,1,NA,NA
mortuary mire,2,NA,NA
mortus strider,3,NA,NA
mosquito guard,NA,NA,TRUE
moss diamond,1,NA,NA
mossfire egg,1,NA,NA
mossfire valley,1,NA,NA
mothdust changeling,2,NA,NA
mother of runes,1,NA,NA
mountain goat,NA,NA,TRUE
mudbrawler raiders,NA,NA,TRUE
